Year,ICPSR State Code,Alphanumeric State Code,Abbrv,State,VEP Total Ballots Counted,VEP Highest Office,VAP Highest Office,Total Ballots Counted (Estimate),Highest Office,Voting-Eligible Population (VEP),Voting-Age Population (VAP)
1992,53,37,OK,Oklahoma,0.635,0.606,0.588,1455635.0,1390359.0,2293931,2366029
1992,72,38,OR,Oregon,0.6990000000000001,0.682,0.653,1498959.0,1462643.0,2144867,2241507
1992,48,41,SC,South Carolina,0.473,0.461,0.44799999999999995,1234712.0,1202527.0,2610725,2683852
1992,67,45,UT,Utah,0.675,0.64,0.618,784988.0,743999.0,1162363,1203861
1992,6,46,VT,Vermont,0.6970000000000001,0.69,0.679,292797.0,289701.0,419810,426860
1992,73,48,WA,Washington,0.65,0.64,0.598,2324907.0,2288230.0,3575852,3827227
1992,68,51,WY,Wyoming,0.628,0.619,0.606,203602.0,200617.0,324253,331170
1990,81,2,AK,Alaska,0.542,0.534,0.513,197540.0,194750.0,364419,379863
1990,61,3,AZ,Arizona,0.434,0.418,0.39,1094735.0,1055406.0,2523614,2705468
1990,71,5,CA,California,0.435,0.424,0.349,7899131.0,7699420.0,18156500,22061053
1990,62,6,CO,Colorado,0.442,0.43200000000000005,0.418,1046139.0,1022027.0,2366650,2447513
1990,1,7,CT,Connecticut,0.486,0.479,0.45,1159361.0,1141101.0,2383795,2538398
1990,11,8,DE,Delaware,0.37799999999999995,0.37,0.355,183977.0,180152.0,486760,507016
1990,55,9,DC,District of Columbia,0.389,0.38299999999999995,0.345,171677.0,169066.0,441742,489808
1990,82,12,HI,Hawaii,0.45899999999999996,0.45399999999999996,0.41700000000000004,354144.0,349666.0,770836,838633
1990,63,13,ID,Idaho,0.47600000000000003,0.465,0.45299999999999996,328340.0,320610.0,690154,707535
1990,21,14,IL,Illinois,0.426,0.406,0.382,3420720.0,3257410.0,8029525,8535069
1990,22,15,IN,Indiana,0.384,0.368,0.363,1566371.0,1502687.0,4080236,4135602
1990,31,16,IA,Iowa,0.495,0.484,0.47600000000000003,1004908.0,983933.0,2030935,2065490
1990,32,17,KS,Kansas,0.452,0.441,0.43200000000000005,805251.0,786096.0,1783412,1821368
1990,52,21,MD,Maryland,0.345,0.327,0.306,1170867.0,1111088.0,3397126,3632477
1990,3,22,MA,Massachusetts,0.5529999999999999,0.534,0.503,2424579.0,2341990.0,4384671,4660342
1990,23,23,MI,Michigan,0.395,0.38299999999999995,0.373,2641649.0,2564563.0,6693069,6872954
1990,33,24,MN,Minnesota,0.588,0.5760000000000001,0.56,1843104.0,1806777.0,3136830,3225335
1990,64,27,MT,Montana,0.57,0.557,0.551,326652.0,319336.0,573045,579158
1990,35,28,NE,Nebraska,0.534,0.525,0.514,604195.0,593828.0,1131746,1154859
1990,65,29,NV,Nevada,0.38,0.374,0.34600000000000003,325959.0,320743.0,858018,926572
1990,4,30,NH,New Hampshire,0.37799999999999995,0.36200000000000004,0.354,307700.0,294819.0,814549,832887
1990,12,31,NJ,New Jersey,0.368,0.35700000000000004,0.326,1998894.0,1938454.0,5429251,5951541
1990,66,32,NM,New Mexico,0.418,0.4,0.382,429509.0,411236.0,1026902,1076522
1990,13,33,NY,New York,0.35,0.331,0.295,4290261.0,4056896.0,12271903,13742688
1990,36,35,ND,North Dakota,0.52,0.507,0.502,240301.0,233973.0,461711,465851
1990,24,36,OH,Ohio,0.45399999999999996,0.436,0.429,3620469.0,3477650.0,7975680,8103382
1990,53,37,OK,Oklahoma,0.413,0.405,0.39399999999999996,929639.0,911314.0,2251719,2313340
1990,72,38,OR,Oregon,0.551,0.541,0.521,1133125.0,1112847.0,2057833,2137314
1990,5,40,RI,Rhode Island,0.517,0.502,0.466,375188.0,364052.0,725084,780448
1990,48,41,SC,South Carolina,0.313,0.3,0.293,793614.0,760965.0,2537384,2598170
1990,67,45,UT,Utah,0.42200000000000004,0.40700000000000003,0.396,457983.0,442213.0,1086050,1116922
1990,6,46,VT,Vermont,0.523,0.509,0.501,217384.0,211422.0,415564,422130
1990,73,48,WA,Washington,0.39799999999999996,0.384,0.361,1362651.0,1313217.0,3421256,3634031
1990,68,51,WY,Wyoming,0.525,0.512,0.502,164309.0,160109.0,312961,319255
1988,81,2,AK,Alaska,0.573,0.564,0.542,203433.0,200116.0,355023,369260
1988,61,3,AZ,Arizona,0.491,0.47700000000000004,0.449,1204169.0,1171873.0,2454254,2609995
1988,71,5,CA,California,0.575,0.557,0.465,10194539.0,9887065.0,17738700,21249801
1988,62,6,CO,Colorado,0.608,0.59,0.573,1416265.0,1372394.0,2327768,2396786
1988,1,7,CT,Connecticut,0.614,0.607,0.5720000000000001,1461962.0,1443394.0,2379699,2525021
1988,11,8,DE,Delaware,0.54,0.529,0.51,254973.0,249891.0,472441,489696
1988,55,9,DC,District of Columbia,0.435,0.425,0.384,197135.0,192877.0,453636,502362
1988,82,12,HI,Hawaii,0.498,0.479,0.441,368567.0,354461.0,739890,803568
1988,63,13,ID,Idaho,0.631,0.613,0.599,421213.0,408968.0,667345,682522
1988,21,14,IL,Illinois,0.591,0.573,0.542,4697192.0,4559120.0,7950848,8410414
1988,22,15,IN,Indiana,0.556,0.5429999999999999,0.536,2222811.0,2168621.0,3996319,4045785
1988,31,16,IA,Iowa,0.614,0.606,0.597,1240854.0,1225614.0,2021793,2052326
1988,52,21,MD,Maryland,0.525,0.516,0.485,1747350.0,1714358.0,3325582,3535730
1988,3,22,MA,Massachusetts,0.613,0.6,0.5670000000000001,2689857.0,2632801.0,4385728,4642061
1988,23,23,MI,Michigan,0.5670000000000001,0.555,0.542,3745751.0,3669163.0,6608812,6773776
1988,33,24,MN,Minnesota,0.688,0.679,0.662,2125119.0,2096790.0,3087194,3166668
1988,64,27,MT,Montana,0.667,0.644,0.637,378981.0,365674.0,568014,573791
1988,35,28,NE,Nebraska,0.603,0.588,0.578,678669.0,661465.0,1125252,1144305
1988,65,29,NV,Nevada,0.461,0.456,0.425,354261.0,350067.0,768131,823940
1988,4,30,NH,New Hampshire,0.578,0.564,0.552,462503.0,451074.0,800468,817358
1988,12,31,NJ,New Jersey,0.5710000000000001,0.57,0.525,3102502.0,3099553.0,5435008,5904776
1988,66,32,NM,New Mexico,0.534,0.52,0.498,535694.0,521287.0,1002876,1046754
1988,13,33,NY,New York,0.54,0.527,0.475,6636310.0,6485683.0,12300666,13659215
1988,36,35,ND,North Dakota,0.662,0.637,0.632,309100.0,297261.0,466684,470652
1988,24,36,OH,Ohio,0.573,0.5579999999999999,0.55,4505284.0,4393585.0,7869099,7986220
1988,53,37,OK,Oklahoma,0.531,0.521,0.509,1192815.0,1171036.0,2245785,2300258
1988,72,38,OR,Oregon,0.623,0.606,0.585,1235199.0,1201694.0,1982355,2055379
1988,5,40,RI,Rhode Island,0.5760000000000001,0.561,0.525,415963.0,404620.0,721773,771407
1988,48,41,SC,South Carolina,0.425,0.402,0.39399999999999996,1041846.0,986009.0,2453644,2504635
1988,67,45,UT,Utah,0.634,0.62,0.605,661546.0,647008.0,1043170,1069800
1988,6,46,VT,Vermont,0.667,0.601,0.5920000000000001,270148.0,243328.0,404795,411136
1988,73,48,WA,Washington,0.586,0.568,0.5379999999999999,1923043.0,1865253.0,3282173,3465082
1988,68,51,WY,Wyoming,0.5920000000000001,0.56,0.551,186417.0,176551.0,315073,320695
1986,81,2,AK,Alaska,0.519,0.514,0.496,182526.0,180801.0,351841,364871
1986,61,3,AZ,Arizona,0.384,0.374,0.353,889668.0,866984.0,2319046,2452624
1986,71,5,CA,California,0.444,0.434,0.368,7617142.0,7443551.0,17166275,20222886
1986,62,6,CO,Colorado,0.475,0.45899999999999996,0.447,1096867.0,1060765.0,2309652,2372880
1986,1,7,CT,Connecticut,0.43700000000000006,0.424,0.401,1025605.0,993692.0,2344327,2479722
1986,11,8,DE,Delaware,0.363,0.353,0.341,165563.0,160757.0,455609,470828
1986,55,9,DC,District of Columbia,0.28800000000000003,0.28300000000000003,0.259,134158.0,131802.0,465993,508553
1986,82,12,HI,Hawaii,0.48100000000000004,0.467,0.431,344416.0,334115.0,715459,775534
1986,63,13,ID,Idaho,0.593,0.584,0.5720000000000001,392909.0,387426.0,663126,677205
1986,21,14,IL,Illinois,0.42,0.397,0.377,3322657.0,3144185.0,7912733,8343755
1986,22,15,IN,Indiana,0.41100000000000003,0.39399999999999996,0.39,1619005.0,1555505.0,3943714,3990379
1986,31,16,IA,Iowa,0.456,0.451,0.444,922094.0,910623.0,2020678,2049547
1986,52,21,MD,Maryland,0.361,0.34600000000000003,0.327,1161136.0,1112637.0,3216833,3401061
1986,3,22,MA,Massachusetts,0.41100000000000003,0.389,0.369,1777276.0,1684079.0,4326264,4560556
1986,23,23,MI,Michigan,0.37799999999999995,0.368,0.359,2468009.0,2396564.0,6520661,6674856
1986,33,24,MN,Minnesota,0.48200000000000004,0.46799999999999997,0.45799999999999996,1456579.0,1415989.0,3024070,3089544
1986,64,27,MT,Montana,0.5710000000000001,0.556,0.55,326436.0,317862.0,572113,577604
1986,35,28,NE,Nebraska,0.515,0.503,0.495,577916.0,564422.0,1123099,1141336
1986,65,29,NV,Nevada,0.37799999999999995,0.374,0.35100000000000003,264365.0,261932.0,700192,747283
1986,4,30,NH,New Hampshire,0.33799999999999997,0.33,0.324,257410.0,250966.0,760526,775686
1986,12,31,NJ,New Jersey,0.304,0.28800000000000003,0.267,1639330.0,1553544.0,5396487,5819614
1986,66,32,NM,New Mexico,0.414,0.4,0.385,408621.0,394833.0,987220,1026160
1986,13,33,NY,New York,0.365,0.35,0.318,4481718.0,4293971.0,12263480,13512043
1986,36,35,ND,North Dakota,0.623,0.61,0.605,295177.0,289013.0,473962,477812
1986,24,36,OH,Ohio,0.466,0.401,0.396,3628870.0,3121189.0,7781083,7891503
1986,53,37,OK,Oklahoma,0.408,0.397,0.38799999999999996,934447.0,909925.0,2290182,2343190
1986,72,38,OR,Oregon,0.564,0.5489999999999999,0.532,1088140.0,1059630.0,1928782,1990233
1986,5,40,RI,Rhode Island,0.45399999999999996,0.43,0.40399999999999997,322724.0,305663.0,711034,756297
1986,48,41,SC,South Carolina,0.319,0.315,0.309,763493.0,753751.0,2393329,2437430
1986,67,45,UT,Utah,0.435,0.425,0.415,445499.0,435111.0,1024337,1049339
1986,6,46,VT,Vermont,0.5429999999999999,0.505,0.49700000000000005,211709.0,196716.0,389843,396034
1986,73,48,WA,Washington,0.431,0.424,0.40399999999999997,1358160.0,1337367.0,3151152,3310457
1986,56,49,WV,West Virginia,0.32799999999999996,0.299,0.297,449249.0,410131.0,1370305,1380916
1986,68,51,WY,Wyoming,0.513,0.501,0.493,168615.0,164720.0,328971,334385
1984,81,2,AK,Alaska,0.621,0.605,0.586,213173.0,207605.0,343030,354410
1984,61,3,AZ,Arizona,0.489,0.47700000000000004,0.45299999999999996,1051339.0,1025897.0,2151391,2263826
1984,71,5,CA,California,0.589,0.5720000000000001,0.493,9796375.0,9505423.0,16618345,19270739
1984,62,6,CO,Colorado,0.5920000000000001,0.5710000000000001,0.557,1343437.0,1295380.0,2267668,2325829
1984,1,7,CT,Connecticut,0.648,0.638,0.603,1490946.0,1466900.0,2300533,2431057
1984,11,8,DE,Delaware,0.584,0.575,0.5589999999999999,258182.0,254572.0,442354,455312
1984,55,9,DC,District of Columbia,0.465,0.44799999999999995,0.418,219193.0,211288.0,471669,505550
1984,82,12,HI,Hawaii,0.503,0.484,0.447,349253.0,335846.0,694187,750909
1984,63,13,ID,Idaho,0.637,0.62,0.608,421935.0,411144.0,662771,675772
1984,21,14,IL,Illinois,0.627,0.608,0.579,4969352.0,4819088.0,7922605,8327065
1984,22,15,IN,Indiana,0.579,0.57,0.564,2268493.0,2233069.0,3916362,3960870
1984,31,16,IA,Iowa,0.6509999999999999,0.6409999999999999,0.633,1339886.0,1319805.0,2057482,2084995
1984,52,21,MD,Maryland,0.545,0.5379999999999999,0.511,1695924.0,1675873.0,3113967,3278321
1984,3,22,MA,Massachusetts,0.607,0.599,0.57,2595054.0,2559453.0,4273437,4486676
1984,23,23,MI,Michigan,0.606,0.593,0.58,3884854.0,3801658.0,6407156,6550877
1984,33,24,MN,Minnesota,0.7090000000000001,0.6990000000000001,0.6859999999999999,2115317.0,2084449.0,2982015,3039490
1984,64,27,MT,Montana,0.682,0.664,0.6579999999999999,395006.0,384377.0,578925,584162
1984,35,28,NE,Nebraska,0.591,0.575,0.5660000000000001,670781.0,652090.0,1135012,1152310
1984,65,29,NV,Nevada,0.44799999999999995,0.436,0.41100000000000003,294413.0,286667.0,656862,697185
1984,4,30,NH,New Hampshire,0.5660000000000001,0.541,0.531,406608.0,388904.0,718967,732480
1984,12,31,NJ,New Jersey,0.605,0.605,0.565,3215941.0,3217862.0,5318696,5699440
1984,66,32,NM,New Mexico,0.546,0.5379999999999999,0.519,522328.0,514370.0,956246,990632
1984,13,33,NY,New York,0.5720000000000001,0.556,0.509,7000828.0,6806810.0,12232120,13373558
1984,36,35,ND,North Dakota,0.672,0.64,0.635,324179.0,308971.0,482655,486449
1984,24,36,OH,Ohio,0.603,0.588,0.58,4664223.0,4547619.0,7732456,7836806
1984,53,37,OK,Oklahoma,0.555,0.54,0.529,1290555.0,1255676.0,2324445,2373014
1984,72,38,OR,Oregon,0.664,0.643,0.625,1265824.0,1226527.0,1906880,1962501
1984,5,40,RI,Rhode Island,0.606,0.588,0.555,422851.0,410492.0,697537,739064
1984,48,41,SC,South Carolina,0.43700000000000006,0.41600000000000004,0.409,1018701.0,968529.0,2329080,2368236
1984,67,45,UT,Utah,0.643,0.63,0.616,641846.0,629656.0,998820,1022083
1984,6,46,VT,Vermont,0.616,0.615,0.605,235140.0,234561.0,381479,387620
1984,73,48,WA,Washington,0.629,0.613,0.586,1931546.0,1883910.0,3072714,3213263
1984,68,51,WY,Wyoming,0.579,0.5579999999999999,0.5489999999999999,196153.0,188968.0,338733,343957
1982,81,2,AK,Alaska,0.649,0.634,0.615,199458.0,194885.0,307558,316787
1982,61,3,AZ,Arizona,0.368,0.36,0.344,742923.0,726364.0,2017098,2112246
1982,71,5,CA,California,0.499,0.48700000000000004,0.42700000000000005,8064314.0,7876698.0,16161555,18448245
1982,62,6,CO,Colorado,0.473,0.435,0.425,1037774.0,956021.0,2196263,2248839
1982,1,7,CT,Connecticut,0.494,0.48100000000000004,0.457,1112428.0,1084156.0,2253328,2369975
1982,11,8,DE,Delaware,0.455,0.444,0.433,195726.0,190960.0,430257,441374
1982,82,12,HI,Hawaii,0.485,0.465,0.431,325459.0,311853.0,671172,724189
1982,63,13,ID,Idaho,0.511,0.502,0.493,332237.0,326522.0,650534,662251
1982,21,14,IL,Illinois,0.488,0.465,0.44299999999999995,3856875.0,3673681.0,7908220,8284606
1982,22,15,IN,Indiana,0.473,0.46799999999999997,0.46299999999999997,1834225.0,1817287.0,3879314,3921907
1982,31,16,IA,Iowa,0.508,0.502,0.496,1050495.0,1038229.0,2068844,2094031
1982,52,21,MD,Maryland,0.392,0.375,0.359,1190011.0,1139149.0,3034834,3174995
1982,3,22,MA,Massachusetts,0.503,0.49,0.469,2103780.0,2050769.0,4184146,4375262
1982,23,23,MI,Michigan,0.493,0.478,0.46799999999999997,3135928.0,3040008.0,6357552,6498711
1982,33,24,MN,Minnesota,0.623,0.613,0.603,1834737.0,1804675.0,2943169,2993256
1982,64,27,MT,Montana,0.5760000000000001,0.564,0.5589999999999999,328082.0,321062.0,569629,574592
1982,35,28,NE,Nebraska,0.496,0.485,0.478,559422.0,547902.0,1128918,1145316
1982,65,29,NV,Nevada,0.391,0.387,0.36700000000000005,242578.0,240394.0,621060,655823
1982,4,30,NH,New Hampshire,0.42100000000000004,0.41200000000000003,0.405,289057.0,282588.0,686264,698424
1982,12,31,NJ,New Jersey,0.43799999999999994,0.42,0.39399999999999996,2286925.0,2193945.0,5224732,5563627
1982,66,32,NM,New Mexico,0.455,0.44299999999999995,0.429,417945.0,407466.0,919311,949133
1982,13,33,NY,New York,0.449,0.434,0.4,5437367.0,5254891.0,12118685,13150573
1982,36,35,ND,North Dakota,0.5720000000000001,0.55,0.546,272876.0,262465.0,476851,480367
1982,24,36,OH,Ohio,0.462,0.441,0.436,3551995.0,3395463.0,7692059,7793022
1982,53,37,OK,Oklahoma,0.391,0.384,0.376,901488.0,883130.0,2302670,2346265
1982,72,38,OR,Oregon,0.561,0.55,0.535,1063913.0,1042009.0,1895706,1946116
1982,5,40,RI,Rhode Island,0.542,0.5,0.474,370928.0,342779.0,684977,723060
1982,48,41,SC,South Carolina,0.304,0.297,0.292,688300.0,671625.0,2260577,2297223
1982,67,45,UT,Utah,0.5579999999999999,0.551,0.539,537207.0,530802.0,962724,984073
1982,6,46,VT,Vermont,0.461,0.45399999999999996,0.446,172084.0,169251.0,372982,379067
1982,73,48,WA,Washington,0.46799999999999997,0.456,0.436,1404831.0,1368476.0,2999997,3138109
1982,68,51,WY,Wyoming,0.5,0.49,0.483,172065.0,168555.0,344218,349060
1980,81,2,AK,Alaska,0.602,0.5870000000000001,0.5710000000000001,162653.0,158445.0,270122,277261
1980,61,3,AZ,Arizona,0.475,0.462,0.444,898183.0,873945.0,1890167,1968947
1980,71,5,CA,California,0.562,0.55,0.489,8775459.0,8587063.0,15610966,17551451
1980,62,6,CO,Colorado,0.591,0.5720000000000001,0.5589999999999999,1225549.0,1184415.0,2071959,2118092
1980,1,7,CT,Connecticut,0.647,0.639,0.61,1423403.0,1406285.0,2201356,2305904
1980,11,8,DE,Delaware,0.568,0.56,0.547,239136.0,235900.0,421344,430879
1980,55,9,DC,District of Columbia,0.379,0.37200000000000005,0.353,178434.0,175237.0,470956,496230
1980,82,12,HI,Hawaii,0.49200000000000005,0.469,0.436,318026.0,303287.0,646583,695906
1980,63,13,ID,Idaho,0.7040000000000001,0.69,0.679,446045.0,437431.0,633624,644004
1980,21,14,IL,Illinois,0.619,0.604,0.578,4868890.0,4749721.0,7868300,8216218
1980,22,15,IN,Indiana,0.5920000000000001,0.583,0.5770000000000001,2275433.0,2242033.0,3846321,3885473
1980,31,16,IA,Iowa,0.635,0.636,0.629,1314258.0,1317661.0,2070935,2093321
1980,52,21,MD,Maryland,0.525,0.52,0.5,1557709.0,1540496.0,2964704,3081409
1980,3,22,MA,Massachusetts,0.624,0.614,0.59,2566807.0,2524298.0,4110721,4281265
1980,23,23,MI,Michigan,0.624,0.613,0.6,3978647.0,3909725.0,6374955,6514790
1980,33,24,MN,Minnesota,0.721,0.7120000000000001,0.7,2079451.0,2051980.0,2882406,2929927
1980,64,27,MT,Montana,0.6709999999999999,0.6559999999999999,0.6509999999999999,371976.0,363952.0,554636,559165
1980,35,28,NE,Nebraska,0.584,0.575,0.5670000000000001,651281.0,640854.0,1115142,1129653
1980,65,29,NV,Nevada,0.519,0.433,0.41100000000000003,297318.0,247885.0,573118,602463
1980,4,30,NH,New Hampshire,0.609,0.581,0.5720000000000001,402415.0,383990.0,660560,671558
1980,12,31,NJ,New Jersey,0.585,0.581,0.5489999999999999,2999879.0,2975684.0,5123773,5420255
1980,66,32,NM,New Mexico,0.532,0.523,0.509,464848.0,456971.0,873515,897946
1980,13,33,NY,New York,0.53,0.517,0.48,6359218.0,6201959.0,12006100,12932357
1980,36,35,ND,North Dakota,0.68,0.652,0.648,314525.0,301545.0,462223,465447
1980,24,36,OH,Ohio,0.573,0.561,0.5539999999999999,4378937.0,4283603.0,7637813,7732705
1980,53,37,OK,Oklahoma,0.542,0.532,0.522,1172303.0,1149708.0,2162051,2201257
1980,72,38,OR,Oregon,0.643,0.628,0.614,1209691.0,1181516.0,1880863,1925651
1980,5,40,RI,Rhode Island,0.627,0.616,0.586,423349.0,416072.0,675067,709692
1980,48,41,SC,South Carolina,0.424,0.41100000000000003,0.40399999999999997,922397.0,894071.0,2176721,2212354
1980,67,45,UT,Utah,0.6659999999999999,0.66,0.6459999999999999,609691.0,604222.0,915484,934767
1980,6,46,VT,Vermont,0.593,0.5870000000000001,0.578,215500.0,213299.0,363143,369147
1980,73,48,WA,Washington,0.606,0.596,0.574,1772904.0,1742394.0,2923670,3037193
1980,56,49,WV,West Virginia,0.535,0.532,0.528,742150.0,737715.0,1387231,1396595
1980,68,51,WY,Wyoming,0.5539999999999999,0.541,0.534,181004.0,176713.0,326644,330784
