Year,ICPSR State Code,Alphanumeric State Code,Abbrv,State,VEP Total Ballots Counted,VEP Highest Office,VAP Highest Office,Total Ballots Counted (Estimate),Highest Office,Voting-Eligible Population (VEP),Voting-Age Population (VAP)
2006,5,40,RI,Rhode Island,0.521,0.51,0.467,392882.0,384993.0,754219,824887
2006,48,41,SC,South Carolina,0.354,0.34600000000000003,0.331,1117311.0,1091952.0,3152046,3332190
2006,37,42,SD,South Dakota,0.588,0.578,0.564,341105.0,335508.0,580592,589178
2006,54,43,TN,Tennessee,0.42100000000000004,0.414,0.395,1868363.0,1833695.0,4433921,4641909
2006,67,45,UT,Utah,0.35,0.34299999999999997,0.318,582561.0,571252.0,1664323,1752158
2006,6,46,VT,Vermont,0.55,0.5489999999999999,0.5379999999999999,263025.0,262726.0,478247,487141
2006,40,47,VA,Virginia,0.445,0.44,0.406,2398589.0,2370445.0,5385522,5867219
2006,73,48,WA,Washington,0.473,0.473,0.42700000000000005,2085074.0,2083734.0,4403981,4861001
2006,56,49,WV,West Virginia,0.33799999999999997,0.32799999999999996,0.32299999999999995,473014.0,459884.0,1401490,1439052
2006,25,50,WI,Wisconsin,0.537,0.532,0.508,2183155.0,2161700.0,4064432,4240696
2006,68,51,WY,Wyoming,0.518,0.511,0.494,196217.0,193892.0,379127,400187
2004,0,0,US,United States,0.607,0.601,0.5539999999999999,123535883.0,122294978.0,203483455,220336019
2004,41,1,AL,Alabama,0.574,0.5720000000000001,0.552,1890317.0,1883415.0,3292608,3427542
2004,81,2,AK,Alaska,0.696,0.691,0.652,314502.0,312598.0,452124,476378
2004,61,3,AZ,Arizona,0.5479999999999999,0.541,0.47,2038069.0,2012585.0,3717055,4215706
2004,42,4,AR,Arkansas,0.544,0.536,0.51,1070573.0,1054945.0,1969208,2072986
2004,71,5,CA,California,0.596,0.588,0.47100000000000003,12589367.0,12421852.0,21132533,26246548
2004,62,6,CO,Colorado,0.6729999999999999,0.667,0.612,2148036.0,2129630.0,3192647,3443164
2004,1,7,CT,Connecticut,0.662,0.65,0.597,1607808.0,1578769.0,2429634,2652587
2004,11,8,DE,Delaware,0.645,0.642,0.594,377407.0,375190.0,584817,635370
2004,55,9,DC,District of Columbia,0.5489999999999999,0.5429999999999999,0.489,230105.0,227586.0,419142,458758
2004,43,10,FL,Florida,0.647,0.644,0.561,7640319.0,7609810.0,11811921,13643828
2004,44,11,GA,Georgia,0.564,0.562,0.5,3317336.0,3301875.0,5878186,6499325
2004,82,12,HI,Hawaii,0.485,0.48200000000000004,0.441,431662.0,429013.0,889540,982882
2004,63,13,ID,Idaho,0.648,0.632,0.5870000000000001,612786.0,598376.0,946160,1016255
2004,21,14,IL,Illinois,0.624,0.615,0.557,5350493.0,5274322.0,8576696,9391420
2004,22,15,IN,Indiana,0.5579999999999999,0.5479999999999999,0.53,2512142.0,2468002.0,4504260,4660157
2004,31,16,IA,Iowa,0.706,0.6990000000000001,0.674,1521966.0,1506908.0,2156389,2239979
2004,32,17,KS,Kansas,0.629,0.616,0.583,1213108.0,1187756.0,1928764,2032763
2004,51,18,KY,Kentucky,0.594,0.5870000000000001,0.569,1816867.0,1795860.0,3057741,3157464
2004,45,19,LA,Louisiana,0.615,0.611,0.585,1956590.0,1943106.0,3182762,3379937
2004,2,20,ME,Maine,0.7490000000000001,0.738,0.726,751519.0,740752.0,1003792,1022043
2004,52,21,MD,Maryland,0.631,0.629,0.5720000000000001,2395791.0,2386705.0,3797264,4179376
2004,3,22,MA,Massachusetts,0.6459999999999999,0.642,0.5870000000000001,2927455.0,2912388.0,4533859,4935787
2004,23,23,MI,Michigan,0.6709999999999999,0.6659999999999999,0.639,4875692.0,4839252.0,7263024,7508568
2004,33,24,MN,Minnesota,0.7879999999999999,0.784,0.7390000000000001,2842912.0,2828387.0,3609185,3819020
2004,34,26,MO,Missouri,0.6609999999999999,0.653,0.629,2764635.0,2731364.0,4180960,4339414
2004,64,27,MT,Montana,0.652,0.644,0.634,456096.0,450445.0,699114,711858
2004,35,28,NE,Nebraska,0.6409999999999999,0.629,0.598,792906.0,778186.0,1236522,1305430
2004,65,29,NV,Nevada,0.5539999999999999,0.5529999999999999,0.473,831563.0,829587.0,1501437,1776962
2004,4,30,NH,New Hampshire,0.715,0.7090000000000001,0.684,683672.0,677738.0,956422,984422
2004,12,31,NJ,New Jersey,0.642,0.638,0.552,3638153.0,3611691.0,5663201,6513394
2004,66,32,NM,New Mexico,0.604,0.59,0.539,775301.0,756304.0,1282767,1411419
2004,13,33,NY,New York,0.585,0.58,0.502,7448266.0,7391249.0,12738056,14598898
2004,47,34,NC,North Carolina,0.5870000000000001,0.578,0.539,3552449.0,3501007.0,6055771,6505150
2004,36,35,ND,North Dakota,0.655,0.648,0.638,316049.0,312833.0,482722,496479
2004,24,36,OH,Ohio,0.679,0.6679999999999999,0.6509999999999999,5722443.0,5627908.0,8427696,8624277
2004,72,38,OR,Oregon,0.726,0.72,0.6679999999999999,1851671.0,1836782.0,2550887,2736472
2004,5,40,RI,Rhode Island,0.589,0.585,0.529,440228.0,437134.0,747046,827513
2004,48,41,SC,South Carolina,0.532,0.53,0.507,1626720.0,1617730.0,3055098,3198733
2004,37,42,SD,South Dakota,0.6940000000000001,0.682,0.669,394930.0,388215.0,569161,576472
2004,54,43,TN,Tennessee,0.568,0.563,0.541,2456610.0,2437319.0,4328446,4496929
2004,67,45,UT,Utah,0.598,0.589,0.547,942010.0,927844.0,1574463,1664066
2004,6,46,VT,Vermont,0.667,0.6629999999999999,0.65,314220.0,312309.0,470754,480053
2004,40,47,VA,Virginia,0.611,0.606,0.562,3223156.0,3198367.0,5277156,5699175
2004,73,48,WA,Washington,0.675,0.669,0.608,2883499.0,2859084.0,4272914,4683829
2004,56,49,WV,West Virginia,0.551,0.541,0.534,769645.0,755887.0,1396545,1425689
2004,25,50,WI,Wisconsin,0.753,0.748,0.716,3016288.0,2997007.0,4006948,4172068
2004,68,51,WY,Wyoming,0.6629999999999999,0.657,0.637,245789.0,243428.0,370785,386796
2002,0,0,US,United States,0.405,0.395,0.363,80295249.0,78381943.0,198381939,215461549
2002,81,2,AK,Alaska,0.545,0.542,0.51,232852.0,231484.0,427337,457154
2002,61,3,AZ,Arizona,0.36700000000000005,0.359,0.307,1255615.0,1226111.0,3419481,3998148
2002,42,4,AR,Arkansas,0.41700000000000004,0.413,0.397,814176.0,805696.0,1951568,2031787
2002,71,5,CA,California,0.373,0.361,0.29,7738821.0,7476351.0,20733192,25622609
2002,62,6,CO,Colorado,0.466,0.46299999999999997,0.42,1424029.0,1416093.0,3056465,3362098
2002,1,7,CT,Connecticut,0.451,0.423,0.389,1090756.0,1022942.0,2418037,2617814
2002,43,10,FL,Florida,0.45899999999999996,0.456,0.395,5143674.0,5100581.0,11194391,13005435
2002,82,12,HI,Hawaii,0.442,0.43799999999999994,0.402,385462.0,382110.0,872992,950520
2002,63,13,ID,Idaho,0.452,0.447,0.42,416533.0,411477.0,921256,970916
2002,21,14,IL,Illinois,0.428,0.414,0.377,3651808.0,3538883.0,8540965,9302571
2002,22,15,IN,Indiana,0.348,0.33899999999999997,0.33299999999999996,1562037.0,1521353.0,4494191,4587747
2002,31,16,IA,Iowa,0.48700000000000004,0.479,0.457,1040201.0,1023075.0,2136683,2214936
2002,32,17,KS,Kansas,0.449,0.44,0.414,851966.0,835692.0,1897261,2007407
2002,45,19,LA,Louisiana,0.401,0.39399999999999996,0.37799999999999995,1267225.0,1246333.0,3163663,3312330
2002,52,21,MD,Maryland,0.46799999999999997,0.46299999999999997,0.41600000000000004,1721626.0,1704560.0,3678346,4082694
2002,3,22,MA,Massachusetts,0.498,0.49200000000000005,0.444,2220301.0,2194189.0,4458820,4919958
2002,23,23,MI,Michigan,0.45,0.445,0.423,3219864.0,3177565.0,7147888,7445335
2002,64,27,MT,Montana,0.49700000000000005,0.484,0.47700000000000004,340272.0,331321.0,684572,690652
2002,65,29,NV,Nevada,0.368,0.36200000000000004,0.311,512433.0,504079.0,1391100,1640679
2002,4,30,NH,New Hampshire,0.48700000000000004,0.48100000000000004,0.46,453078.0,447135.0,930362,960401
2002,12,31,NJ,New Jersey,0.389,0.381,0.326,2161105.0,2112604.0,5549726,6448445
2002,66,32,NM,New Mexico,0.4,0.386,0.35700000000000004,502230.0,484229.0,1255086,1360130
2002,13,33,NY,New York,0.37,0.361,0.314,4690968.0,4579078.0,12679865,14504792
2002,36,35,ND,North Dakota,0.498,0.485,0.47600000000000003,237224.0,231030.0,476251,486797
2002,24,36,OH,Ohio,0.40299999999999997,0.38799999999999996,0.376,3356285.0,3228992.0,8322521,8556557
2002,72,38,OR,Oregon,0.518,0.508,0.47200000000000003,1293756.0,1267221.0,2495739,2674581
2002,5,40,RI,Rhode Island,0.45399999999999996,0.447,0.401,337027.0,331834.0,741776,819310
2002,37,42,SD,South Dakota,0.612,0.607,0.597,340407.0,337497.0,556154,564305
2002,49,44,TX,Texas,0.345,0.342,0.28800000000000003,4552059.0,4514012.0,13181016,15718593
2002,67,45,UT,Utah,0.37799999999999995,0.37,0.35,568290.0,557153.0,1504529,1601707
2002,6,46,VT,Vermont,0.494,0.488,0.48100000000000004,232993.0,230161.0,471403,472402
2002,40,47,VA,Virginia,0.32299999999999995,0.29,0.26899999999999996,1661915.0,1489422.0,5138270,5536511
2002,73,48,WA,Washington,0.435,0.418,0.379,1808720.0,1739116.0,4162032,4553733
2002,56,49,WV,West Virginia,0.315,0.312,0.308,440156.0,436183.0,1398124,1413580
2002,68,51,WY,Wyoming,0.508,0.501,0.49200000000000005,188028.0,185459.0,370488,376121
2000,0,0,US,United States,0.5529999999999999,0.542,0.5,107390107.0,105375486.0,194331436,210623408
2000,81,2,AK,Alaska,0.687,0.6809999999999999,0.65,287825.0,285560.0,419111,440296
2000,61,3,AZ,Arizona,0.46399999999999997,0.456,0.402,1559520.0,1532016.0,3357701,3816498
2000,71,5,CA,California,0.5660000000000001,0.557,0.441,11142843.0,10965849.0,19685258,24867252
2000,1,7,CT,Connecticut,0.625,0.619,0.5660000000000001,1474103.0,1459525.0,2357687,2575243
2000,43,10,FL,Florida,0.575,0.5589999999999999,0.479,6138765.0,5963110.0,10667193,12475387
2000,44,11,GA,Georgia,0.47600000000000003,0.45799999999999996,0.424,2684951.0,2583208.0,5639668,6087332
2000,82,12,HI,Hawaii,0.446,0.442,0.39899999999999997,371113.0,367951.0,832642,923737
2000,63,13,ID,Idaho,0.589,0.5720000000000001,0.535,516647.0,501615.0,877406,935443
2000,21,14,IL,Illinois,0.585,0.562,0.514,4932192.0,4742123.0,8432600,9208908
2000,22,15,IN,Indiana,0.508,0.493,0.483,2246348.0,2182295.0,4424909,4527523
2000,32,17,KS,Kansas,0.5670000000000001,0.556,0.54,1092716.0,1072216.0,1927950,1983933
2000,51,18,KY,Kentucky,0.531,0.522,0.504,1568058.0,1544107.0,2955628,3059582
2000,45,19,LA,Louisiana,0.5670000000000001,0.564,0.542,1776133.0,1765656.0,3130267,3260060
2000,52,21,MD,Maryland,0.5579999999999999,0.555,0.51,2036455.0,2025480.0,3649631,3972224
2000,3,22,MA,Massachusetts,0.606,0.599,0.5539999999999999,2736006.0,2704984.0,4517052,4870470
2000,23,23,MI,Michigan,0.605,0.599,0.573,4279299.0,4232501.0,7070702,7370524
2000,33,24,MN,Minnesota,0.701,0.695,0.664,2458303.0,2438657.0,3506432,3662005
2000,64,27,MT,Montana,0.626,0.616,0.606,417916.0,410986.0,667525,676065
2000,35,28,NE,Nebraska,0.578,0.569,0.55,707223.0,696983.0,1224178,1266496
2000,65,29,NV,Nevada,0.456,0.452,0.402,613360.0,608970.0,1346116,1523209
2000,4,30,NH,New Hampshire,0.65,0.639,0.607,578656.0,569081.0,890622,934176
2000,12,31,NJ,New Jersey,0.588,0.569,0.501,3293378.0,3187226.0,5601788,6356954
2000,66,32,NM,New Mexico,0.499,0.485,0.45399999999999996,615607.0,598605.0,1234088,1318129
2000,13,33,NY,New York,0.562,0.551,0.475,6960215.0,6821999.0,12380208,14344348
2000,47,34,NC,North Carolina,0.525,0.507,0.475,3015964.0,2911262.0,5744241,6143214
2000,36,35,ND,North Dakota,0.611,0.603,0.597,292249.0,288256.0,477968,482078
2000,24,36,OH,Ohio,0.578,0.5670000000000001,0.5539999999999999,4795989.0,4705457.0,8295592,8487355
2000,72,38,OR,Oregon,0.659,0.649,0.591,1559215.0,1533968.0,2364402,2595354
2000,5,40,RI,Rhode Island,0.547,0.542,0.507,412074.0,408783.0,753877,804417
2000,48,41,SC,South Carolina,0.48700000000000004,0.47,0.457,1433533.0,1382717.0,2944326,3025380
2000,37,42,SD,South Dakota,0.5870000000000001,0.5770000000000001,0.569,322159.0,316269.0,548498,554875
2000,54,43,TN,Tennessee,0.505,0.499,0.48100000000000004,2100241.0,2076181.0,4162996,4316391
2000,49,44,TX,Texas,0.49200000000000005,0.49200000000000005,0.424,6407637.0,6407037.0,13033081,15138468
2000,67,45,UT,Utah,0.5479999999999999,0.5379999999999999,0.503,784582.0,770754.0,1431668,1534950
2000,6,46,VT,Vermont,0.647,0.6409999999999999,0.631,297146.0,294308.0,459174,463503
2000,40,47,VA,Virginia,0.55,0.54,0.509,2789808.0,2739447.0,5069265,5389008
2000,73,48,WA,Washington,0.614,0.607,0.562,2517028.0,2487433.0,4098044,4419907
2000,68,51,WY,Wyoming,0.614,0.5920000000000001,0.5820000000000001,221685.0,213726.0,361078,366639
1998,0,0,US,United States,0.39299999999999996,0.381,0.353,74825832.0,72537000.0,190419570,205313182
1998,81,2,AK,Alaska,0.556,0.546,0.52,227156.0,223300.0,408758,429317
1998,61,3,AZ,Arizona,0.321,0.315,0.28,1037550.0,1017616.0,3232815,3628841
1998,71,5,CA,California,0.447,0.435,0.35,8617649.0,8381871.0,19264556,23980067
1998,1,7,CT,Connecticut,0.43700000000000006,0.42700000000000005,0.39299999999999996,1022453.0,999537.0,2340956,2544417
1998,55,9,DC,District of Columbia,0.345,0.34,0.299,137523.0,135501.0,398318,452668
1998,43,10,FL,Florida,0.384,0.374,0.33,4070262.0,3965751.0,10590870,12001902
1998,44,11,GA,Georgia,0.34600000000000003,0.337,0.308,1842145.0,1792880.0,5326337,5828114
1998,82,12,HI,Hawaii,0.496,0.49,0.44799999999999995,412520.0,407556.0,832172,910645
1998,63,13,ID,Idaho,0.45799999999999996,0.452,0.425,386720.0,381248.0,843914,896422
1998,21,14,IL,Illinois,0.42700000000000005,0.41,0.374,3541379.0,3394521.0,8285614,9070725
1998,22,15,IN,Indiana,0.37200000000000005,0.365,0.35600000000000004,1618689.0,1588617.0,4348730,4457578
1998,31,16,IA,Iowa,0.461,0.45299999999999996,0.439,973032.0,956415.0,2112132,2176940
1998,32,17,KS,Kansas,0.397,0.38799999999999996,0.37200000000000005,743288.0,727236.0,1873438,1955236
1998,51,18,KY,Kentucky,0.415,0.391,0.382,1215053.0,1145414.0,2930780,2999287
1998,45,19,LA,Louisiana,0.32,0.313,0.301,990243.0,969165.0,3097660,3216121
1998,52,21,MD,Maryland,0.436,0.43,0.396,1556994.0,1535978.0,3571087,3879108
1998,3,22,MA,Massachusetts,0.43700000000000006,0.43,0.397,1935277.0,1903336.0,4430939,4793966
1998,23,23,MI,Michigan,0.449,0.434,0.41700000000000004,3143432.0,3036886.0,7005306,7276123
1998,33,24,MN,Minnesota,0.623,0.619,0.588,2105343.0,2091766.0,3378089,3555108
1998,64,27,MT,Montana,0.518,0.507,0.5,338733.0,331551.0,653998,662582
1998,35,28,NE,Nebraska,0.486,0.455,0.43700000000000006,581775.0,545238.0,1197953,1247656
1998,65,29,NV,Nevada,0.35700000000000004,0.353,0.311,440042.0,435790.0,1233386,1402851
1998,4,30,NH,New Hampshire,0.376,0.363,0.353,330555.0,318940.0,878508,903630
1998,12,31,NJ,New Jersey,0.344,0.32899999999999996,0.29,1894496.0,1813094.0,5505229,6261197
1998,66,32,NM,New Mexico,0.431,0.41600000000000004,0.38799999999999996,517355.0,498703.0,1199320,1286104
1998,13,33,NY,New York,0.40700000000000003,0.386,0.335,4989877.0,4735236.0,12263356,14139223
1998,36,35,ND,North Dakota,0.457,0.449,0.44299999999999995,217584.0,213358.0,475629,481790
1998,24,36,OH,Ohio,0.429,0.413,0.40399999999999997,3534782.0,3404351.0,8237516,8424249
1998,72,38,OR,Oregon,0.49,0.47200000000000003,0.442,1160400.0,1117747.0,2370381,2526500
1998,5,40,RI,Rhode Island,0.428,0.423,0.38799999999999996,309835.0,306445.0,723772,790726
1998,48,41,SC,South Carolina,0.387,0.381,0.36700000000000005,1092430.0,1077135.0,2825173,2931120
1998,37,42,SD,South Dakota,0.498,0.49,0.483,266355.0,262111.0,534711,543074
1998,54,43,TN,Tennessee,0.251,0.239,0.231,1026017.0,976236.0,4092745,4217608
1998,67,45,UT,Utah,0.36700000000000005,0.358,0.337,506553.0,494909.0,1381989,1467078
1998,6,46,VT,Vermont,0.504,0.49,0.48100000000000004,224382.0,218120.0,444772,453574
1998,73,48,WA,Washington,0.493,0.484,0.44299999999999995,1939421.0,1902482.0,3930400,4294765
1998,56,49,WV,West Virginia,0.292,0.253,0.25,405139.0,351277.0,1388176,1403549
1998,68,51,WY,Wyoming,0.51,0.499,0.48700000000000004,178401.0,174888.0,350136,359119
1996,81,2,AK,Alaska,0.607,0.598,0.57,245212.0,241620.0,404180,423702
1996,61,3,AZ,Arizona,0.465,0.456,0.41100000000000003,1431342.0,1404405.0,3079908,3414380
1996,71,5,CA,California,0.55,0.537,0.434,10263490.0,10019484.0,18644593,23076427
1996,1,7,CT,Connecticut,0.604,0.596,0.551,1410746.0,1392614.0,2337160,2528212
1996,11,8,DE,Delaware,0.525,0.512,0.484,277418.0,270810.0,528630,559598
1996,55,9,DC,District of Columbia,0.474,0.466,0.413,189210.0,185726.0,398839,450182
1996,43,10,FL,Florida,0.5329999999999999,0.519,0.461,5444245.0,5300927.0,10219294,11509122
1996,44,11,GA,Georgia,0.45799999999999996,0.444,0.414,2374650.0,2298899.0,5181708,5555577
1996,82,12,HI,Hawaii,0.451,0.439,0.402,370230.0,360120.0,820055,895753
1996,63,13,ID,Idaho,0.616,0.593,0.5720000000000001,508030.0,489481.0,825329,856420
1996,21,14,IL,Illinois,0.5379999999999999,0.525,0.483,4418270.0,4311391.0,8215662,8927254
1996,22,15,IN,Indiana,0.51,0.496,0.486,2195224.0,2135431.0,4302745,4397367
1996,31,16,IA,Iowa,0.597,0.588,0.573,1251983.0,1234075.0,2098332,2154320
1996,32,17,KS,Kansas,0.578,0.573,0.5529999999999999,1073520.0,1063452.0,1856507,1922601
1996,51,18,KY,Kentucky,0.493,0.48200000000000004,0.473,1419592.0,1388707.0,2880808,2938362
1996,45,19,LA,Louisiana,0.584,0.578,0.564,1804640.0,1783959.0,3087693,3163302
1996,52,21,MD,Maryland,0.508,0.504,0.467,1793991.0,1780870.0,3530148,3817454
1996,3,22,MA,Massachusetts,0.593,0.584,0.542,2600278.0,2559180.0,4385268,4723380
1996,23,23,MI,Michigan,0.563,0.5529999999999999,0.534,3912261.0,3848844.0,6954059,7201527
1996,33,24,MN,Minnesota,0.6659999999999999,0.6609999999999999,0.631,2211161.0,2192640.0,3319509,3473117
1996,64,27,MT,Montana,0.647,0.631,0.623,417232.0,407083.0,645052,652991
1996,35,28,NE,Nebraska,0.578,0.57,0.551,686749.0,677415.0,1188034,1230047
1996,65,29,NV,Nevada,0.41200000000000003,0.409,0.365,467657.0,464279.0,1134065,1271617
1996,4,30,NH,New Hampshire,0.601,0.583,0.568,513700.0,499053.0,855287,878569
1996,12,31,NJ,New Jersey,0.569,0.564,0.5,3105110.0,3075860.0,5456334,6152216
1996,66,32,NM,New Mexico,0.495,0.474,0.445,579763.0,556074.0,1172262,1249597
1996,13,33,NY,New York,0.529,0.519,0.45299999999999996,6439129.0,6316129.0,12175850,13942462
1996,36,35,ND,North Dakota,0.5710000000000001,0.56,0.5529999999999999,271850.0,266411.0,475898,481497
1996,24,36,OH,Ohio,0.5670000000000001,0.5539999999999999,0.542,4638108.0,4534434.0,8185999,8366250
1996,53,37,OK,Oklahoma,0.514,0.51,0.49,1218248.0,1206713.0,2368311,2461718
1996,72,38,OR,Oregon,0.606,0.597,0.563,1399180.0,1377760.0,2309051,2445442
1996,48,41,SC,South Carolina,0.441,0.42200000000000004,0.408,1203486.0,1151422.0,2731064,2825088
1996,37,42,SD,South Dakota,0.622,0.611,0.603,329316.0,323826.0,529793,537038
1996,67,45,UT,Utah,0.521,0.502,0.47700000000000004,691016.0,665629.0,1326919,1394017
1996,6,46,VT,Vermont,0.6,0.593,0.5820000000000001,261469.0,258449.0,435687,443874
1996,40,47,VA,Virginia,0.513,0.502,0.473,2468229.0,2416642.0,4811632,5106297
1996,73,48,WA,Washington,0.599,0.589,0.5429999999999999,2293895.0,2253867.0,3829308,4147127
1996,56,49,WV,West Virginia,0.47100000000000003,0.45899999999999996,0.455,653331.0,636459.0,1386621,1400343
1996,68,51,WY,Wyoming,0.625,0.613,0.599,215844.0,211571.0,345112,353354
1994,81,2,AK,Alaska,0.542,0.534,0.512,216668.0,213404.0,399435,417053
1994,61,3,AZ,Arizona,0.39899999999999997,0.391,0.35600000000000004,1153724.0,1129607.0,2892171,3169857
1994,71,5,CA,California,0.48200000000000004,0.469,0.381,8900593.0,8658881.0,18479124,22721586
1994,62,6,CO,Colorado,0.44299999999999995,0.42100000000000004,0.401,1173130.0,1116307.0,2648684,2785952
1994,1,7,CT,Connecticut,0.498,0.491,0.456,1163829.0,1147084.0,2335579,2515100
1994,11,8,DE,Delaware,0.39299999999999996,0.38799999999999996,0.368,201560.0,199029.0,512941,540474
1994,55,9,DC,District of Columbia,0.452,0.446,0.396,186316.0,183649.0,411886,463680
1994,43,10,FL,Florida,0.439,0.429,0.382,4305340.0,4206659.0,9810247,11016840
1994,82,12,HI,Hawaii,0.466,0.456,0.418,377011.0,369013.0,808904,882189
1994,63,13,ID,Idaho,0.535,0.527,0.51,419330.0,413346.0,784076,809957
1994,21,14,IL,Illinois,0.39399999999999996,0.38,0.35200000000000004,3219122.0,3106566.0,8175312,8819582
1994,22,15,IN,Indiana,0.38,0.364,0.358,1609481.0,1543568.0,4235008,4315664
1994,31,16,IA,Iowa,0.49200000000000005,0.48,0.469,1022372.0,997248.0,2077709,2128370
1994,32,17,KS,Kansas,0.455,0.447,0.434,836251.0,820846.0,1837694,1893521
1994,51,18,KY,Kentucky,0.292,0.27699999999999997,0.272,827541.0,784299.0,2829881,2879413
1994,45,19,LA,Louisiana,0.294,0.272,0.266,893758.0,826837.0,3038660,3109456
1994,52,21,MD,Maryland,0.413,0.405,0.376,1437450.0,1410299.0,3480270,3751305
1994,3,22,MA,Massachusetts,0.513,0.501,0.467,2232186.0,2179945.0,4353287,4668100
1994,23,23,MI,Michigan,0.46299999999999997,0.451,0.436,3177740.0,3089077.0,6856388,7081498
1994,33,24,MN,Minnesota,0.552,0.545,0.524,1794618.0,1772929.0,3253779,3385687
1994,46,25,MS,Mississippi,0.326,0.319,0.314,621096.0,608085.0,1903794,1935054
1994,64,27,MT,Montana,0.578,0.563,0.557,359455.0,350387.0,622246,629335
1994,35,28,NE,Nebraska,0.51,0.498,0.48200000000000004,593654.0,579561.0,1164502,1201826
1994,65,29,NV,Nevada,0.374,0.369,0.33299999999999996,386582.0,380530.0,1032456,1143487
1994,4,30,NH,New Hampshire,0.385,0.376,0.366,319443.0,311882.0,829590,851104
1994,12,31,NJ,New Jersey,0.395,0.381,0.33899999999999997,2131328.0,2054887.0,5392423,6059401
1994,66,32,NM,New Mexico,0.431,0.414,0.391,485709.0,467621.0,1128243,1195183
1994,13,33,NY,New York,0.43700000000000006,0.42700000000000005,0.375,5325323.0,5203762.0,12192316,13861352
1994,36,35,ND,North Dakota,0.513,0.504,0.499,240430.0,236547.0,468989,473993
1994,24,36,OH,Ohio,0.435,0.423,0.414,3540954.0,3436884.0,8132122,8292312
1994,53,37,OK,Oklahoma,0.431,0.42700000000000005,0.413,1002363.0,995012.0,2327519,2410272
1994,72,38,OR,Oregon,0.563,0.5479999999999999,0.521,1254265.0,1221010.0,2229242,2344505
1994,48,41,SC,South Carolina,0.35700000000000004,0.35100000000000003,0.34,951901.0,934886.0,2663830,2747987
1994,37,42,SD,South Dakota,0.613,0.601,0.594,318090.0,311613.0,518815,524910
1994,67,45,UT,Utah,0.42700000000000005,0.415,0.39799999999999996,532737.0,517790.0,1248726,1302522
1994,6,46,VT,Vermont,0.508,0.495,0.48700000000000004,216715.0,211449.0,426953,434549
1994,73,48,WA,Washington,0.467,0.45799999999999996,0.426,1733471.0,1700173.0,3715174,3994036
1994,56,49,WV,West Virginia,0.319,0.305,0.302,439551.0,420936.0,1379339,1392499
1994,68,51,WY,Wyoming,0.605,0.598,0.586,204025.0,201710.0,337032,344492
1992,81,2,AK,Alaska,0.6709999999999999,0.6629999999999999,0.636,261427.0,258506.0,389898,406653
1992,61,3,AZ,Arizona,0.5670000000000001,0.557,0.513,1516276.0,1486975.0,2671933,2897181
1992,71,5,CA,California,0.616,0.603,0.493,11374565.0,11131721.0,18460157,22573381
1992,62,6,CO,Colorado,0.64,0.629,0.603,1597166.0,1569180.0,2494998,2602217
1992,1,7,CT,Connecticut,0.698,0.6859999999999999,0.6409999999999999,1645609.0,1616332.0,2356937,2521774
1992,11,8,DE,Delaware,0.583,0.58,0.5529999999999999,290836.0,289735.0,499266,523661
1992,55,9,DC,District of Columbia,0.542,0.5329999999999999,0.47700000000000004,231445.0,227572.0,427102,477564
1992,43,10,FL,Florida,0.5720000000000001,0.5589999999999999,0.502,5438612.0,5314392.0,9506230,10591116
1992,82,12,HI,Hawaii,0.48200000000000004,0.469,0.43,382882.0,372842.0,795148,866114
1992,63,13,ID,Idaho,0.669,0.6559999999999999,0.638,491725.0,482142.0,734855,756119
1992,21,14,IL,Illinois,0.636,0.622,0.581,5164357.0,5050157.0,8113900,8688184
1992,22,15,IN,Indiana,0.564,0.5539999999999999,0.545,2347912.0,2305871.0,4162678,4230602
1992,31,16,IA,Iowa,0.6609999999999999,0.6579999999999999,0.645,1360856.0,1354607.0,2057690,2098809
1992,32,17,KS,Kansas,0.6409999999999999,0.639,0.623,1161044.0,1157335.0,1810750,1857444
1992,45,19,LA,Louisiana,0.6,0.597,0.584,1799596.0,1790017.0,2997301,3063068
1992,52,21,MD,Maryland,0.581,0.5770000000000001,0.537,1999486.0,1985046.0,3440015,3695298
1992,3,22,MA,Massachusetts,0.649,0.638,0.598,2822962.0,2773700.0,4346897,4640629
1992,23,23,MI,Michigan,0.64,0.63,0.611,4341909.0,4274673.0,6786593,6990822
1992,33,24,MN,Minnesota,0.7390000000000001,0.737,0.7120000000000001,2355796.0,2347948.0,3187255,3298080
1992,46,25,MS,Mississippi,0.5429999999999999,0.529,0.522,1008019.0,981793.0,1854797,1882100
1992,64,27,MT,Montana,0.7040000000000001,0.6920000000000001,0.685,417564.0,410611.0,593345,599859
1992,35,28,NE,Nebraska,0.648,0.642,0.626,744548.0,737546.0,1149525,1178965
1992,65,29,NV,Nevada,0.546,0.539,0.493,513387.0,506318.0,940066,1028056
1992,4,30,NH,New Hampshire,0.67,0.6609999999999999,0.645,545197.0,537943.0,814160,833997
1992,12,31,NJ,New Jersey,0.62,0.619,0.557,3348312.0,3343594.0,5398559,6000364
1992,66,32,NM,New Mexico,0.55,0.531,0.504,590901.0,569986.0,1073421,1131081
1992,13,33,NY,New York,0.578,0.5660000000000001,0.502,7068630.0,6926925.0,12227775,13799670
1992,36,35,ND,North Dakota,0.6809999999999999,0.6659999999999999,0.66,315199.0,308133.0,462631,467130
1992,24,36,OH,Ohio,0.625,0.613,0.602,5043094.0,4939967.0,8063595,8208502
