Year,State,Median Income,Number Employed,Number Unemployed,Number Poverty,Number Families in Poverty,Median Age,Population,Pop: White Only,Pop: Black Only,Pop: American Indian Only,Pop: Native Hawaiian Only,Pop: Two or More Races,Pop: Hispanic Origin,Median Home Value,Median Gross Rent,Commute Time: Public Transit,Commute Time: Solo Auto,Commute Time: Walking,Transit: Solo Auto,Transit: Public Transit,Transit: Walking,state,Unemployment Rate,Poverty Rate,Pop Rate: White Only,Pop Rate: Black Only,Pop Rate: American Indian Only,Pop Rate: Native Hawaiian Only,Pop Rate: Two or More Races,Pop Rate: Hispanic Origin,ICPSR State Code,Alphanumeric State Code,VEP Total Ballots Counted,VEP Highest Office,VAP Highest Office,Total Ballots Counted (Estimate),Highest Office,Voting-Eligible Population (VEP),Voting-Age Population (VAP)
2014,District of Columbia,71648.0,345592,33594,110666,16707,33.8,658893.0,265077.0,321346.0,24910.0,172.0,28798.0,16731.0,486900.0,1360.0,3354050.0,4504860.0,731270.0,120528.0,123707.0,44965.0,11,0.08859504306593598,0.16795746805627013,0.40230659606339725,0.4877058945837943,0.037805834938298026,0.0002610439024242176,0.04370664129077104,0.025392590299183632,55,9,0.35700000000000004,0.353,0.32,177176.0,175071.0,495899,547228
2014,Florida,47463.0,8738970,764681,3211615,563761,41.6,19893297.0,15113860.0,3221160.0,524583.0,15149.0,489726.0,475805.0,162700.0,1003.0,177438805.0,8941980.0,1429185.0,6886539.0,179401.0,124298.0,12,0.08046181409649829,0.161442067647208,0.759746360796805,0.16192187750476958,0.02636983703606295,0.0007615127849345436,0.024617638795620456,0.023917855345948938,43,10,0.433,0.428,0.376,6026802.0,5951561.0,13914216,15816663
2014,Georgia,49321.0,4466307,403398,1797969,342664,36.1,10097343.0,6043917.0,3163620.0,371688.0,6638.0,282876.0,203303.0,147900.0,882.0,94907115.0,4959885.0,809960.0,3518258.0,93277.0,68722.0,13,0.08283828281179251,0.17806357573472545,0.5985650878651938,0.3133121257740774,0.03681047578556062,0.0006574006647095182,0.0280148946113844,0.02013430661907791,44,11,0.386,0.382,0.338,2596947.0,2567761.0,6725041,7601982
2014,Hawaii,69592.0,664180,37885,156729,24533,38.1,1419561.0,360711.0,30729.0,534189.0,147612.0,13830.0,330299.0,528000.0,1448.0,,,,454798.0,49272.0,31941.0,15,0.05396223996353614,0.1104066679769309,0.2541003873732795,0.021646833070223824,0.3763057734045948,0.10398425992260987,0.009742448545712372,0.2326768627765908,82,12,0.365,0.362,0.329,369554.0,366125.0,1012123,1113693
2014,Idaho,47861.0,726768,42569,237981,41633,35.9,1634464.0,1498107.0,11354.0,24009.0,1984.0,36664.0,40796.0,165300.0,755.0,,,,563872.0,5741.0,15498.0,16,0.055332058642701444,0.14560186091587213,0.9165738737592263,0.006946619809307516,0.014689219218043347,0.0012138535935939856,0.022431818626779176,0.024959864518276326,63,13,0.398,0.393,0.365,445307.0,439830.0,1119882,1205611
2014,Illinois,57444.0,6143429,538437,1804535,325482,37.5,12880580.0,9290445.0,1837715.0,663454.0,5825.0,763579.0,291567.0,171900.0,905.0,118638920.0,27646535.0,2270860.0,4438464.0,568138.0,186414.0,17,0.08058183148240326,0.14009734033715873,0.7212753618237688,0.14267331129498828,0.05150808426328628,0.00045223118834710857,0.05928141434624838,0.022636170110352172,21,14,0.408,0.402,0.366,3680417.0,3627690.0,9028752,9922399
2014,Indiana,49446.0,3087270,234575,974218,180534,37.4,6596855.0,5547390.0,612890.0,130250.0,3216.0,143931.0,146115.0,124300.0,753.0,57863225.0,1568885.0,647855.0,2520928.0,32567.0,60227.0,18,0.070615877622225,0.14767915923572672,0.8409143447900552,0.09290639251582762,0.019744256922427428,0.00048750503080634635,0.021818123939362014,0.02214919078864095,22,15,0.287,0.278,0.267,1387622.0,1341814.0,4829510,5033872
2014,Iowa,53712.0,1593590,73662,367816,63382,38.2,3107126.0,2837758.0,97874.0,68419.0,2576.0,30497.0,60385.0,133100.0,711.0,,,,1264875.0,16335.0,52660.0,19,0.04418168339279245,0.11837820545417212,0.9133063802369135,0.03149984905665235,0.022020027510953853,0.0008290619691637867,0.009815179686951865,0.01943435831054164,31,16,0.503,0.498,0.473,1142284.0,1129700.0,2269179,2386733
2014,Kansas,52504.0,1397854,76742,382712,66858,36.2,2904021.0,2466138.0,171976.0,76245.0,2471.0,63129.0,99562.0,132100.0,773.0,,,,1140610.0,6746.0,34196.0,20,0.052042728991533956,0.1317869257832502,0.8492149333630852,0.059219957431437306,0.026254975428896692,0.0008508891636802902,0.021738479163890344,0.034284187338865665,32,17,0.433,0.425,0.398,887023.0,869502.0,2048164,2184712
2014,Kentucky,42958.0,1909704,158108,817542,162705,38.5,4413457.0,3858261.0,350141.0,54542.0,2650.0,43094.0,94243.0,123800.0,678.0,,,,1538152.0,21516.0,45495.0,21,0.07646149649968179,0.18523846499467425,0.8742038270679877,0.07933486153824541,0.012358112925989763,0.0006004363472896643,0.009764227905698412,0.02135355572740371,51,18,0.449,0.442,0.422,1459409.0,1435868.0,3247300,3406506
2014,Louisiana,44555.0,2018024,162602,896524,165518,36.1,4649676.0,2919142.0,1502184.0,78675.0,2816.0,42238.0,78612.0,143600.0,801.0,,,,1634035.0,28810.0,36868.0,22,0.07456666113308748,0.1928142950175453,0.6278162177321602,0.32307283346194443,0.01692053381784021,0.0006056335968355644,0.009084073815035714,0.016906984486661007,45,19,0.449,0.439,0.415,1503975.0,1472039.0,3349433,3545845
2014,Maine,49462.0,653189,40659,182791,33340,44.1,1330089.0,1260278.0,16557.0,14447.0,36.0,2947.0,27502.0,174800.0,776.0,11737450.0,184945.0,238470.0,493656.0,5210.0,25193.0,23,0.05859928975798734,0.13742764581918954,0.9475140385342635,0.012448039191362382,0.010861679180866845,2.7065857998976008e-05,0.0022156412089717305,0.02067681185243995,2,20,0.5870000000000001,0.581,0.57,616996.0,611255.0,1051557,1071521
2014,Maryland,73971.0,2994301,231268,589818,102102,38.3,5976407.0,3432582.0,1774618.0,369996.0,2086.0,209461.0,173007.0,288500.0,1242.0,65752880.0,14631680.0,870360.0,2187057.0,267211.0,69084.0,24,0.07169835771611148,0.0986910697347085,0.5743554614001356,0.2969372735156759,0.06190943822935754,0.00034903914676493754,0.03504798116995713,0.02894832965693267,52,21,0.42,0.417,0.373,1745104.0,1733177.0,4154546,4645171
2014,Massachusetts,69160.0,3470655,249791,757235,133552,39.4,6745408.0,5347420.0,477527.0,413079.0,1329.0,279928.0,210526.0,338900.0,1107.0,66468140.0,15424170.0,2228920.0,2418818.0,332765.0,165363.0,25,0.06714006869068924,0.1122593325711358,0.7927496750381889,0.07079290088901961,0.06123854924713227,0.00019702292285359165,0.04149904646242303,0.03121026926762621,3,22,0.447,0.441,0.402,2186789.0,2158326.0,4896296,5369534
2014,Michigan,49847.0,4448034,400797,1568844,284381,39.6,9909877.0,7816586.0,1375194.0,281404.0,2260.0,121859.0,256845.0,125700.0,788.0,86508465.0,2972965.0,1100985.0,3585455.0,66746.0,97167.0,26,0.08265847995114699,0.15831114755511091,0.7887672066969146,0.13877003720631448,0.028396316119766167,0.00022805530280547377,0.012296721745385942,0.025918081526138014,23,23,0.4320000000000001,0.4270000000000001,0.41,3188956.0,3156531.0,7383958,7700110
2014,Minnesota,61481.0,2864517,141188,611354,102173,37.8,5457173.0,4606959.0,312432.0,250352.0,2392.0,85069.0,143035.0,188300.0,859.0,49728260.0,4095370.0,806060.0,2184366.0,102754.0,81889.0,27,0.04697333903360443,0.11202760110408815,0.8442024835936116,0.05725162093999952,0.04587576754484419,0.00043832218623085614,0.015588474105548788,0.02621045731920172,33,24,0.506,0.504,0.472,1992613.0,1981511.0,3935121,4194166
2014,Missouri,48363.0,2805646,204211,908628,161317,38.5,6063589.0,4990271.0,711601.0,107426.0,3763.0,73680.0,150461.0,138500.0,754.0,51138545.0,1945865.0,693595.0,2264508.0,43256.0,57578.0,29,0.067847409361973,0.1498498661436321,0.82298965183821,0.11735640393832761,0.017716570169910923,0.0006205895551298084,0.012151219352103185,0.024813851994256206,34,26,0.336,0.317,0.305,1509025.0,1426303.0,4493722,4682458
2014,Montana,46328.0,494622,25696,153954,23975,39.6,1023579.0,914571.0,5812.0,8176.0,276.0,2856.0,21853.0,196800.0,711.0,,,,364793.0,5243.0,22471.0,30,0.049385183676136514,0.15040754060018816,0.8935030906261265,0.005678115709681421,0.007987658988705317,0.0002696421087185259,0.0027902096467395288,0.021349597832702703,64,27,0.475,0.469,0.461,373831.0,369826.0,787748,802644
2014,Nebraska,52686.0,981449,42752,227310,41864,36.2,1881503.0,1660976.0,88620.0,38892.0,1056.0,30095.0,43905.0,133800.0,742.0,14378055.0,263585.0,230925.0,791009.0,6375.0,27652.0,31,0.04174180653992722,0.12081298833964123,0.8827921082241166,0.04710064241194407,0.020670708470834222,0.0005612534234598616,0.01599519107862172,0.023335067762315552,35,28,0.414,0.405,0.38,552115.0,539891.0,1334453,1419489
2014,Nevada,51450.0,1298821,127154,426730,70535,37.4,2839099.0,1931264.0,242994.0,221841.0,18553.0,268796.0,125148.0,192100.0,955.0,21830060.0,3034335.0,376445.0,992409.0,54406.0,26530.0,32,0.08916986623187644,0.15030472695739036,0.6802383432208599,0.08558842083351091,0.07813781766680204,0.006534819673424562,0.09467651533109624,0.04408018177597893,65,29,0.29600000000000004,0.293,0.252,552546.0,547349.0,1867644,2173640
2014,New Hampshire,66532.0,704847,37863,117983,20869,42.5,1326813.0,1239410.0,17009.0,33974.0,437.0,6252.0,27392.0,236400.0,994.0,14976540.0,320345.0,190780.0,558119.0,5109.0,17754.0,33,0.05097952094357151,0.08892210130591123,0.9341256077533157,0.012819440267769459,0.02560571836423068,0.0003293606559477485,0.004712043068616301,0.02064495901080258,4,30,0.483,0.476,0.46,495565.0,488159.0,1025862,1061054
2014,New Jersey,71919.0,4369952,355865,972903,183122,39.4,8938175.0,6053656.0,1212054.0,827493.0,2595.0,621199.0,205908.0,313200.0,1202.0,86244550.0,27528905.0,1623815.0,3071511.0,470791.0,133018.0,34,0.07530232338662289,0.10884805902770979,0.6772809885686956,0.13560419213094396,0.09257963734207486,0.00029032772350060274,0.06949953430090594,0.023036917491546093,12,31,0.325,0.311,0.27,1955042.0,1869535.0,6014127,6936661
2014,New York,58878.0,9354155,731222,3062938,564577,38.2,19746227.0,12634312.0,3093476.0,1613255.0,4574.0,1746680.0,572418.0,279100.0,1148.0,126280350.0,130092035.0,8339140.0,4869602.0,2593733.0,576752.0,36,0.07250318951884496,0.15511510122921204,0.639834232635936,0.15666162452199095,0.08169940515724852,0.00023163918859030639,0.08845639220089994,0.02898872782126935,13,33,0.29,0.282,0.246,3930310.0,3819010.0,13553426,15544111
2014,North Carolina,46556.0,4444989,404407,1668686,319298,38.3,9943964.0,6869207.0,2154387.0,246721.0,5768.0,322251.0,234354.0,155000.0,803.0,84711590.0,2102530.0,836275.0,3605043.0,50467.0,79919.0,37,0.08339327206934637,0.16780893414336576,0.6907916199213915,0.21665273526734408,0.024811131657355157,0.0005800503702547596,0.032406694151346484,0.023567462633613718,47,34,0.412,0.408,0.379,2939767.0,2915281.0,7143737,7693406
2014,North Dakota,59029.0,391644,12130,82264,13823,35.1,739482.0,654375.0,14910.0,8899.0,173.0,4680.0,16776.0,161800.0,728.0,,,,315753.0,2588.0,13553.0,38,0.030041557901202158,0.11124543937513016,0.8849099775248079,0.02016276258245637,0.012034099545357425,0.0002339475470667305,0.006328754452441033,0.02268615057567324,36,35,0.45,0.438,0.4270000000000001,255128.0,248670.0,567221,582205
2014,Ohio,49308.0,5437533,420481,1785780,339770,39.4,11594163.0,9522264.0,1419214.0,225438.0,3223.0,103388.0,297875.0,129100.0,735.0,102274035.0,3892340.0,1322500.0,4454047.0,90734.0,116550.0,39,0.0717787632463835,0.15402405503527938,0.8212980962920738,0.12240762873525239,0.019444094411989896,0.00027798470661487165,0.008917245686471719,0.025691807161931396,24,36,0.362,0.35100000000000003,0.341,3149876.0,3055913.0,8701243,8969074
2014,Oklahoma,47529.0,1735761,104334,623840,117589,36.2,3878051.0,2827481.0,287254.0,76654.0,4995.0,93987.0,297948.0,119800.0,737.0,29776580.0,269460.0,348505.0,1419280.0,7405.0,29971.0,40,0.05670033340669911,0.16086431044872798,0.7290984569310718,0.07407174377025985,0.019766114473481654,0.001288018130756919,0.024235627638728836,0.07682931451907156,53,37,0.3,0.299,0.281,825607.0,824831.0,2755091,2940437
2014,Oregon,51075.0,1818085,153954,644450,106123,39.3,3970239.0,3358250.0,71042.0,159891.0,14113.0,141502.0,178680.0,239800.0,924.0,27328810.0,3598200.0,993825.0,1254586.0,82817.0,70615.0,41,0.07806843576622978,0.16232020288954896,0.845855879205257,0.0178936331036998,0.04027238662458356,0.003554697840608588,0.0356406755361579,0.04500484731523719,72,38,0.534,0.509,0.472,1541782.0,1469717.0,2887517,3115883
2014,Pennsylvania,53234.0,6045924,457791,1682212,300402,40.7,12787209.0,10408847.0,1416865.0,399285.0,4197.0,241491.0,289157.0,165400.0,848.0,115278955.0,15579980.0,2686915.0,4530736.0,340499.0,229204.0,42,0.07038915450630909,0.13155427427517608,0.8140046041321448,0.11080330351994716,0.031225344013693684,0.00032821861283412196,0.01888535645268643,0.02261298771295597,14,39,0.365,0.361,0.34600000000000003,3535576.0,3495866.0,9689491,10100271
2014,Rhode Island,54891.0,517864,43662,145596,25675,39.8,1055173.0,858236.0,70600.0,35676.0,385.0,57362.0,27335.0,236000.0,934.0,9478100.0,719175.0,249000.0,405692.0,15219.0,19942.0,44,0.07775597211883332,0.13798306059764606,0.8133604631657557,0.06690845956065972,0.03381056945164442,0.0003648690783407081,0.05436264953709013,0.025905704562190275,5,40,0.424,0.417,0.385,329212.0,324055.0,776286,842605
2014,South Carolina,45238.0,2126949,187866,843860,158580,38.8,4832482.0,3254145.0,1320373.0,68976.0,2959.0,69517.0,102357.0,140000.0,791.0,42126790.0,581870.0,425880.0,1751491.0,15263.0,46514.0,45,0.08115810550735156,0.17462248178058398,0.6733899888297566,0.2732287466357867,0.014273410640743204,0.0006123147484046501,0.01438536139400002,0.02118104112958931,48,41,0.35200000000000004,0.348,0.331,1261611.0,1246301.0,3584461,3760480
2014,South Dakota,50979.0,442489,17960,116843,19798,36.6,853175.0,724768.0,14830.0,11017.0,442.0,6774.0,23533.0,142300.0,647.0,,,,344991.0,2377.0,18453.0,46,0.03900540559323617,0.1369508014182319,0.8494951211650599,0.01738213145017142,0.012912942831189381,0.0005180648753186627,0.007939754446625839,0.027582852287045448,37,42,0.447,0.443,0.431,282291.0,279412.0,630989,647810
2014,Tennessee,44361.0,2910656,245980,1171307,227899,38.6,6549352.0,5084404.0,1105318.0,102508.0,3409.0,99109.0,137465.0,142900.0,770.0,57997435.0,993910.0,452285.0,2389964.0,24552.0,42735.0,47,0.07792472746303343,0.17884318937201726,0.7763216880082182,0.16876753608601278,0.01565162477142777,0.0005205095099484651,0.01513264213009165,0.020989099379602746,54,43,0.298,0.28600000000000003,0.272,1430117.0,1374065.0,4799476,5060636
2014,Utah,60922.0,1364392,71359,339900,58508,30.5,2942902.0,2568018.0,33520.0,66060.0,25425.0,138510.0,78495.0,223200.0,886.0,20739355.0,1585400.0,398025.0,1023289.0,33991.0,31770.0,49,0.049701515095584126,0.11549823949285433,0.8726141747159776,0.011390117645779574,0.022447230658717145,0.008639431418375467,0.047065787443822456,0.02667265168870727,67,45,0.303,0.297,0.275,577973.0,565970.0,1905801,2054936
2014,Vermont,54166.0,325211,18746,73149,14021,42.8,626562.0,591853.0,6164.0,9933.0,365.0,2872.0,12862.0,214600.0,917.0,5415755.0,115860.0,183950.0,242073.0,3585.0,17236.0,50,0.054500998671345544,0.1167466268302259,0.9446040455693132,0.009837813336908398,0.015853179733210758,0.0005825441057708575,0.00458374430622987,0.020527896680615804,6,46,0.408,0.389,0.381,202445.0,193087.0,495884,507304
2014,Virginia,64902.0,4039684,260537,953395,171482,37.7,8326289.0,5739681.0,1601449.0,510871.0,4553.0,174873.0,273629.0,247800.0,1116.0,84310165.0,9247525.0,1159265.0,3158348.0,191066.0,91217.0,51,0.06058688611585312,0.11450419268415978,0.6893444366391799,0.1923364658613219,0.06135638578002757,0.0005468222397757272,0.02100251384500346,0.032863259970918615,40,47,0.368,0.366,0.337,2194346.0,2184473.0,5962456,6489957
2014,Washington,61366.0,3331888,232125,913619,151295,37.5,7061530.0,5484997.0,251336.0,554101.0,45359.0,247151.0,382973.0,266200.0,1032.0,59683385.0,9846920.0,1503400.0,2394643.0,209906.0,115552.0,53,0.06513023381227846,0.12937975198009496,0.776743425291686,0.0355922866574241,0.0784675558979428,0.006423395496443406,0.03499963888845618,0.054233714223404846,73,48,0.431,0.412,0.371,2123901.0,2029189.0,4928407,5467270
2014,West Virginia,41059.0,748143,55257,327764,61757,41.9,1850326.0,1731464.0,68279.0,11642.0,300.0,4172.0,30753.0,103900.0,656.0,15405285.0,267700.0,315885.0,607615.0,5410.0,21210.0,54,0.06877893950709485,0.1771385150508613,0.9357615901197951,0.03690106500151865,0.006291864244462868,0.0001621335915941299,0.002254737813769033,0.016620314474314255,56,49,0.32,0.312,0.307,462864.0,451498.0,1447652,1472594
2014,Wisconsin,52622.0,2916863,163484,738270,133444,39.2,5757564.0,4966282.0,363916.0,150258.0,1384.0,105647.0,119374.0,164700.0,782.0,50200395.0,2254215.0,937555.0,2320974.0,54465.0,92497.0,55,0.05307324142377466,0.12822610395646492,0.8625665298727031,0.0632065922324094,0.02609749539909587,0.00024037943824853705,0.01834925326058034,0.020733421287197153,25,50,0.569,0.5660000000000001,0.539,2422248.0,2410314.0,4260427,4470265
2014,Wyoming,57055.0,299225,13477,63774,10979,36.6,584153.0,531680.0,6320.0,5541.0,837.0,11808.0,12894.0,201000.0,792.0,,,,227488.0,4783.0,10568.0,56,0.043098541103031,0.10917345284540181,0.9101725061756081,0.010819083356586373,0.009485528620070427,0.001432843792636518,0.020213882321925933,0.022072984303769732,68,51,0.397,0.39,0.373,171153.0,168390.0,431434,451484
2012,California,58328.0,16778061,2151166,6325319,1111400,35.5,38041430.0,23628545.0,2263723.0,5120354.0,146712.0,4912894.0,1683860.0,349400.0,1200.0,315678360.0,41077925.0,5587700.0,12059924.0,851099.0,441486.0,06,0.11364256976790442,0.16627448021801494,0.621126624314596,0.05950677984502686,0.1345994091179012,0.003856637355640942,0.12914588121424458,0.04426384602261271,71,5,0.557,0.551,0.451,13202158.0,13038547.0,23681837,28913129
2012,Colorado,56765.0,2559194,216624,694842,118607,36.2,5187582.0,4376673.0,218292.0,147082.0,5308.0,219565.0,172713.0,234900.0,934.0,44636445.0,3752295.0,917230.0,1889150.0,81980.0,85695.0,08,0.0780396985681338,0.13394332851027704,0.8436826637150024,0.04207972037839595,0.028352708448753195,0.0010232127415046163,0.04232511408976282,0.03329354601045342,62,6,0.706,0.6990000000000001,0.645,2596173.0,2569522.0,3675871,3981208
2012,Connecticut,67276.0,1760162,189561,372390,70924,40.4,3590347.0,2804972.0,366350.0,147830.0,2261.0,163423.0,93884.0,267800.0,1019.0,32078110.0,4435685.0,570835.0,1358109.0,82482.0,51475.0,09,0.09722458010702033,0.10371977973159698,0.7812537339705605,0.1020374910837309,0.04117429318113263,0.0006297441445074807,0.04551732743381071,0.02614900453911558,1,7,0.614,0.613,0.556,1560640.0,1558960.0,2543202,2801375
2012,District of Columbia,66583.0,326957,37718,108732,15690,33.7,632323.0,250657.0,313224.0,21858.0,54.0,28401.0,15871.0,460700.0,1235.0,2957800.0,4739265.0,673055.0,111088.0,125890.0,38795.0,11,0.10342908068828409,0.17195642100635278,0.3964065833442718,0.49535443120050987,0.034567776278895436,8.539939239913779e-05,0.04491533599125763,0.02509951401419844,55,9,0.616,0.615,0.555,294254.0,293764.0,477582,528848
2012,Florida,45040.0,8277586,1080331,3238581,580789,41.1,19317568.0,14742516.0,3105799.0,488052.0,11609.0,459361.0,458760.0,148200.0,954.0,165281285.0,8576660.0,1614500.0,6473106.0,177143.0,127838.0,12,0.11544567022767994,0.16764951985674387,0.7631662536402097,0.1607758802764406,0.02526467099792272,0.0006009555654210716,0.023779442629631223,0.02374833105285303,43,10,0.633,0.628,0.551,8538264.0,8474179.0,13495057,15380947
2012,Georgia,47209.0,4263543,528978,1848533,361820,35.7,9919945.0,5992846.0,3063367.0,337015.0,2882.0,297813.0,201856.0,142300.0,837.0,88077905.0,4008685.0,852110.0,3353644.0,82974.0,71148.0,13,0.11037572918303332,0.18634508558263177,0.604120889783159,0.3088088694040138,0.03397347465132115,0.00029052580432653607,0.030021638224808706,0.020348499916078164,44,11,0.593,0.59,0.523,3919355.0,3900050.0,6606607,7452696
2012,Hawaii,66259.0,648504,49398,157243,26514,38.3,1392313.0,347252.0,25613.0,531663.0,145408.0,15499.0,323725.0,496600.0,1379.0,10735730.0,2069495.0,412575.0,437154.0,45177.0,31804.0,15,0.07078071133196351,0.11293653079444062,0.24940656303575418,0.018396007219640985,0.38185594762097314,0.10443628695559116,0.011131836016757726,0.23250878214884152,82,12,0.445,0.442,0.399,437159.0,434697.0,982902,1088335
2012,Idaho,45489.0,710247,61864,248494,47558,35.2,1595728.0,1458371.0,8759.0,20613.0,1686.0,46011.0,39524.0,154500.0,702.0,,,,542709.0,5925.0,20109.0,16,0.08012319472200241,0.15572453450713405,0.9139220468651299,0.005489030712001043,0.012917615032135803,0.0010565710446893205,0.028833861409964606,0.024768632248102433,63,13,0.61,0.598,0.556,666290.0,652274.0,1091410,1173727
2012,Illinois,55137.0,6030591,682518,1850562,339595,37.0,12875255.0,9358637.0,1853436.0,617924.0,4231.0,731378.0,282835.0,170600.0,868.0,114116720.0,24634975.0,2210645.0,4362024.0,506351.0,186595.0,17,0.10166943513057809,0.14373012418006478,0.7268700309236594,0.14395334306000154,0.04799314654350535,0.00032861485073499517,0.05680493318384762,0.02196733190915442,21,14,0.593,0.589,0.5329999999999999,5279752.0,5242014.0,8899143,9827043
2012,Indiana,46974.0,3003089,288609,990325,186201,37.3,6537334.0,5513003.0,598171.0,107736.0,2824.0,157490.0,141815.0,122700.0,715.0,56610435.0,1444515.0,713075.0,2435019.0,33311.0,64333.0,18,0.08767784893996959,0.1514875941782996,0.8433105911369987,0.0915007555067555,0.016480112535171065,0.0004319803760982688,0.024090860280352816,0.02169309385140793,22,15,0.56,0.552,0.529,2663368.0,2624534.0,4755291,4960376
2012,Iowa,50957.0,1556772,87916,377484,70337,38.0,3074186.0,2817947.0,91660.0,56519.0,2260.0,37670.0,59977.0,126300.0,661.0,,,,1222653.0,16630.0,55697.0,19,0.05345451538528888,0.12279152920480413,0.9166481793879746,0.0298160228431201,0.018385029402905356,0.0007351539562017392,0.012253650234566158,0.019509880013766245,31,16,0.706,0.703,0.6709999999999999,1589951.0,1582180.0,2251748,2356209
2012,Kansas,50241.0,1394404,97003,391734,67828,36.0,2885905.0,2468884.0,167414.0,71821.0,2263.0,57943.0,91493.0,130100.0,711.0,21232065.0,267210.0,325895.0,1140807.0,7884.0,30985.0,20,0.06504126640145849,0.1357404349762033,0.8554973223304302,0.05801091858533112,0.024886820598737657,0.000784156096614407,0.020077930493207503,0.03170339980006272,32,17,0.5820000000000001,0.569,0.535,1182771.0,1156254.0,2030686,2162442
2012,Kentucky,41724.0,1867958,191844,823197,169148,38.4,4380415.0,3844617.0,344584.0,55397.0,2149.0,38316.0,87211.0,120800.0,636.0,,,,1526467.0,18673.0,42463.0,21,0.09313710735303685,0.187926714706255,0.8776832788674133,0.07866469272888528,0.012646518651771578,0.0004905927862999283,0.008747116426183364,0.01990930083108564,51,18,0.562,0.557,0.534,1815843.0,1797212.0,3229185,3368684
2012,Louisiana,42944.0,2001905,193512,891981,174766,36.0,4601893.0,2891506.0,1483239.0,72216.0,2209.0,48697.0,78475.0,139500.0,747.0,39816410.0,980100.0,473410.0,1622316.0,24516.0,36437.0,22,0.08814361918487468,0.19382914813534344,0.6283296895429772,0.322310623041431,0.015692672558879576,0.0004800198526997477,0.010581949645504579,0.01705276502517551,45,19,0.608,0.602,0.57,2014548.0,1994065.0,3311626,3495847
2012,Maine,46709.0,646362,53326,189786,34019,43.5,1329192.0,1264328.0,13614.0,14414.0,156.0,2509.0,26105.0,172300.0,744.0,,,,485919.0,3597.0,27462.0,23,0.07621396965504625,0.14278298394814293,0.9512004285310174,0.010242312623007059,0.010844182029383264,0.00011736453424335987,0.0018876129257473714,0.019639751066813524,2,20,0.693,0.682,0.67,724758.0,713180.0,1046008,1064779
2012,Maryland,71122.0,2937440,264281,590803,104724,38.1,5884563.0,3417690.0,1720936.0,339527.0,2637.0,202979.0,183623.0,279900.0,1170.0,63625470.0,13847220.0,957845.0,2135379.0,258280.0,71970.0,24,0.08254341961713715,0.1003987891709206,0.580789091730346,0.2924492438945764,0.057697912317363244,0.00044812163622005575,0.034493470458214145,0.031204186275174555,52,21,0.6729999999999999,0.6659999999999999,0.595,2734062.0,2707327.0,4063582,4553853
2012,Massachusetts,65339.0,3334794,308598,762645,135819,39.5,6646144.0,5323896.0,473527.0,381262.0,900.0,269542.0,183787.0,323800.0,1036.0,63543665.0,14044760.0,2216210.0,2354944.0,309147.0,161358.0,25,0.0847007404089376,0.11474999638888354,0.801050353407931,0.07124838101612002,0.05736589517169655,0.00013541686728424783,0.040556148046145254,0.027653177541744508,3,22,0.662,0.659,0.602,3184196.0,3167767.0,4809675,5263550
2012,Michigan,46859.0,4285132,544045,1685178,312684,39.5,9883360.0,7840426.0,1388360.0,248093.0,1829.0,93952.0,254344.0,115700.0,748.0,81836265.0,2309580.0,1007285.0,3459252.0,54893.0,91536.0,26,0.11265791251801291,0.1705065888523741,0.793295599876965,0.1404744945038934,0.025102090786938855,0.00018505852260769618,0.009506078904340224,0.025734568001165595,23,23,0.654,0.647,0.62,4780701.0,4730961.0,7312725,7625576
2012,Minnesota,58906.0,2786812,186027,598371,104285,37.6,5379139.0,4596694.0,287165.0,226902.0,2336.0,73363.0,136449.0,178400.0,813.0,47733280.0,3426840.0,705155.0,2135967.0,89609.0,76853.0,27,0.06257553806311071,0.11123917786842838,0.8545408475222521,0.05338493762663504,0.04218184359987723,0.00043427024287715936,0.013638428008645993,0.02536632721333284,33,24,0.764,0.76,0.7140000000000001,2950780.0,2936561.0,3861598,4114820
2012,Montana,45076.0,482710,37280,152199,26547,40.2,1005141.0,896467.0,3605.0,6442.0,1183.0,6526.0,25770.0,184800.0,681.0,,,,353661.0,4520.0,22947.0,30,0.07169368641704649,0.15142054696803733,0.8918818354837779,0.003586561487393311,0.006409051068457062,0.001176949303630038,0.0064926214332118575,0.02563819404441765,64,27,0.635,0.625,0.616,491966.0,484048.0,774476,785454
2012,Nebraska,50723.0,956636,53727,233973,43306,36.3,1855525.0,1634952.0,85483.0,36670.0,1227.0,42754.0,38621.0,128300.0,692.0,13577210.0,241355.0,227260.0,759340.0,6142.0,26578.0,31,0.053175937757023964,0.1260953099527088,0.8811263658533299,0.04606944126325434,0.019762600881152236,0.0006612683741798143,0.023041457269505936,0.020814055321270262,35,28,0.611,0.603,0.569,804245.0,794379.0,1316915,1396507
2012,Nevada,49760.0,1230084,172282,446840,81805,36.8,2758931.0,1922203.0,227696.0,207736.0,18441.0,236992.0,114448.0,150700.0,944.0,21195050.0,2422355.0,341920.0,949121.0,44047.0,27904.0,32,0.12285095331746491,0.16196128138036073,0.6967202151847944,0.08253051634854225,0.07529583016030485,0.006684110621106508,0.08589993733079951,0.04148273371099168,65,29,0.565,0.564,0.482,1016664.0,1014918.0,1800969,2105976
